ID,설명,조건,피처수,MAE,Peak-MAE,Recall,F1,FP,FN,τ,fold표준편차,fold2,fold3,fold4,fold5,MAE_불일치168,MAE_일치168,MAE_불일치24,MAE_휴무일,MAE_가동일,ΔMAE,ΔPeak-MAE,ΔRecall,ΔF1,Δfold표준편차,Δfold2,Δfold3,Δfold4,Δfold5,ΔMAE_불일치168,ΔMAE_일치168,ΔMAE_불일치24,ΔMAE_휴무일,ΔMAE_가동일,ΔMAE_CI_low,ΔMAE_CI_high,p,Δ일치168_CI_low,Δ일치168_CI_high,좋아진 fold 수,c1 CI가 0 미포함(개선),c2 정상 fold 2·5 악화 ≤ 잡음,c3 일치일 악화 ≤ 잡음,c4 Recall·Peak-MAE,c1~c4 통과,LOFO 표시(잡음 초과 개선·3/4 fold)
SA-all,지연 6개를 휴무 인지형으로 교체,D1,44,10.105907235180522,20.64396451457198,0.7692307692307693,0.6779661016949152,78,36,176.755,8.113882768883768,6.836988043850086,22.059540344882745,5.260087594331968,5.570557396836738,20.006144182798764,7.228744529919116,12.620913230270732,14.327579500765477,8.521645277450254,-0.9007467108930918,-3.2287987260085984,-0.07692307692307687,0.03563033527155757,-0.3467207765160438,-0.24210759573376883,-1.3769940676877717,-1.9011335824834257,0.05994619058490347,-4.873288931097676,0.2537357910432574,4.682650447416136,-1.9311569167305365,-0.5140658917132335,-4.839020803403664,3.0403572777579666,0.675,-0.3162589648785598,0.9056661468236352,3.0,False,True,False,False,False,False
SA-168,lag168 2개만 휴무 인지형으로 교체,D1,44,12.439875115228867,21.141019926467347,0.8846153846153846,0.6831683168316832,110,18,172.605,12.009843876464203,7.313451014660875,30.14327100501404,5.188355465098004,6.05924729215594,29.926288259715037,7.358051719051253,13.461643708150625,22.24792049179269,8.75922152767965,1.433221169155253,-2.7317433141132312,0.038461538461538436,0.04083255040832556,3.549240331064391,0.23435537507701998,6.706736592443523,-1.9728657117173896,0.5486360859041062,5.046855145818597,0.38304298017539384,5.523380925296029,5.989184074296677,-0.27648964148383826,-0.918215420704096,5.236058839613111,0.43,0.05684831765634436,0.7552571462231427,1.0,False,False,False,True,False,False
LOFO-y_avg_lag24,평균전력 24시간 전 제거,D1,43,10.892762830143731,22.50989394139027,0.7884615384615384,0.6259541984732825,114,33,173.265,8.255674942415434,7.0906013037663485,23.05007025321707,6.800287521852575,5.830815899202891,24.449284785839392,6.953026883382529,7.8919698324814735,16.211122410196705,8.896948321070088,-0.11389111592988321,-1.362869299190308,-0.05769230769230771,-0.01638156795007517,-0.20492860298437776,0.011505664182493547,-0.3864641593534479,-0.3609336549628184,0.3202046929510569,-0.4301483280570473,-0.02198185549332976,-0.04629295037312264,-0.04761400729930898,-0.13876284809339978,-0.31957915050505825,0.08330813344997963,0.257,-0.28151451589646037,0.20351693093413947,2.0,False,False,True,False,False,False
LOFO-y_avg_lag48,평균전력 48시간 전 제거,D1,43,10.75641301503538,23.515014304474388,0.8012820512820513,0.6234413965087282,120,31,174.12,8.302902142375682,6.99267804142631,22.966414499084937,6.809845975090802,5.450587620615752,24.32527619667367,6.813090516234343,7.810757572103538,16.060771537311133,8.765852666353405,-0.25024093103823475,-0.35774893610619074,-0.04487179487179482,-0.01889436991462945,-0.15770140302412905,-0.0864175981575448,-0.47011991348557913,-0.3513752017245917,-0.06002358563608201,-0.5541569172227696,-0.1619182226415159,-0.12750521075105858,-0.19796488018488034,-0.2698585028100826,-0.4514771998989675,-0.048782520535412786,0.016,-0.34802092424025655,0.03676295029731762,4.0,True,True,True,False,False,True
LOFO-y_avg_lag168,평균전력 168시간 전 제거,D1,43,11.012059763045835,26.215176391848683,0.8589743589743589,0.648910411622276,123,22,172.495,8.516191376514383,7.020342302188422,23.48664815909735,7.464653270974958,5.2129422363669695,24.796203241175213,7.006173464659095,8.044117621853232,15.835832226474738,9.201848376232194,0.005405816972221089,2.3424131512681043,0.012820512820512775,0.006574645198918372,0.055587831114571884,-0.05875333739543276,0.05011374652683287,0.3034320941595645,-0.2976689698848647,-0.08322987272122617,0.031164725783235703,0.10585483899863579,-0.4229041910212761,0.16613720706870616,-0.39319623979741086,0.4497896961494856,0.992,-0.29915840346291367,0.3921348060561286,2.0,False,True,True,False,False,False
LOFO-y_peak_lag24,peak15 24시간 전 제거,D1,43,10.784464006269785,23.175275811486657,0.8397435897435898,0.6501240694789082,116,25,172.41000000000003,8.46874669069023,6.9103196400480025,23.23345475674293,6.832564120820296,5.332210234557947,24.60187928949041,6.768908404284376,7.844272058004458,16.13579519533079,8.776276280482374,-0.22218993980382962,-0.6974874290939219,-0.0064102564102563875,0.007788303055550561,0.008143145290418374,-0.16877599953585243,-0.2030796558275867,-0.3286570559950981,-0.17840097169388702,-0.2775538244060307,-0.2061003345914827,-0.09399072485013793,-0.12294122216522396,-0.2594348886811133,-0.42303061624506344,-0.02778667695017776,0.024,-0.398603078313213,-0.024638301339651482,4.0,True,True,True,True,True,True
LOFO-y_peak_lag48,peak15 48시간 전 제거,D1,43,10.95050879857938,24.51400683548868,0.8076923076923077,0.6478149100257069,107,30,175.08499999999998,8.340770726280459,7.196300638167435,23.181254624839568,7.291600661490481,5.311243866407236,24.683938842187708,6.959360612344062,7.945491635709141,15.982750321455681,9.062065474403218,-0.05614514749423449,0.6412435949081008,-0.038461538461538436,0.005479143602349246,-0.11983281911935251,0.11720499858358036,-0.2552797877309487,0.1303794846750872,-0.1993673398445983,-0.19549427170873201,-0.015648126531797146,0.007228852854544776,-0.27598609604033264,0.026354305239729925,-0.24964901942110945,0.12319991538525796,0.618,-0.1666601102588853,0.14101266406401686,2.0,False,True,True,False,False,False
LOFO-y_peak_lag168,peak15 168시간 전 제거,D1,43,10.935105451290744,23.171977733194318,0.8717948717948718,0.6570048309178744,122,20,171.555,8.29838068936704,7.224380498896784,23.100536282233197,7.305094064228727,5.294941981527841,25.210523348397185,6.7864471724142,8.130378487477124,16.210007150204238,8.955599329870521,-0.07154849478287062,-0.7007855073862608,0.02564102564102566,0.01466906449451677,-0.16222285603277165,0.14528485931292945,-0.3359981303373196,0.14387288741333304,-0.2156692247239933,0.3310902345007456,-0.1885615664616589,0.1921157046225277,-0.04872926729177607,-0.08011183929296628,-0.29483407076638923,0.15269056679039314,0.519,-0.39023656275104984,-0.0022370728190223474,2.0,False,True,True,True,False,False
LOFO-roll24_avg_mean,직전24h 평균전력 평균 제거,D1,43,11.043317478179508,23.638171054804218,0.8461538461538461,0.6518518518518519,117,24,172.325,8.240761209403773,7.085084408699467,23.102099641762543,7.742374863354865,5.392336398641684,25.457338925828868,6.854378853635597,8.438132993305578,16.102426859417886,9.144791484575002,0.03666353210589435,-0.23459218577636065,0.0,0.009516085428494248,-0.21984233599603797,0.005988769115612413,-0.3344347708079738,0.5811536865394711,-0.11827480761014986,0.5779058119324283,-0.12062988524026164,0.49987021045098157,-0.15630955807812796,0.1090803154115143,-0.25061125560874015,0.3607713878153536,0.883,-0.3107077097845186,0.06027991936721182,2.0,False,True,True,True,False,False
LOFO-roll24_avg_max,직전24h 평균전력 최대 제거,D1,43,10.906406098065878,23.785581169458446,0.7884615384615384,0.656,96,33,174.035,8.20102623105976,7.183966984851889,22.951500509844223,7.1622728570848695,5.52377133699292,24.64995379039761,6.912317565884712,7.818475170939158,15.891467112392393,9.035668147528297,-0.10024784800773645,-0.0871820711221325,-0.05769230769230771,0.01366423357664237,-0.25957731434005105,0.10487134526803388,-0.4850339027262933,0.0010516802694757743,0.013160130741085574,-0.22947932349882905,-0.06269117299114679,-0.11978761191543796,-0.3672693051036209,-4.3021635191209384e-05,-0.3084005498217898,0.1126957240905603,0.307,-0.23406330288931465,0.09714535400103752,1.0,False,True,True,False,False,False
LOFO-roll24_avg_std,직전24h 평균전력 표준편차 제거,D1,43,10.70023064814637,22.719586341457727,0.8333333333333334,0.6372549019607843,122,26,173.52499999999998,7.879838614150129,7.168874969553106,22.28089835134845,7.003689133116968,5.5841304481740766,23.280578746218673,7.044185994014359,6.948589145599952,15.08665517919592,9.054142302623474,-0.3064232979272443,-1.153176899122851,-0.012820512820512775,-0.005080864462573387,-0.5807649312496821,0.08977932996925109,-1.155636061222065,-0.157532043698426,0.07351924192224235,-1.5988543676777667,0.06917725513850037,-0.9896736372546444,-1.172081238300093,0.018431133459985816,-0.9304371223862374,0.11668273134474462,0.2,-0.19256120633243182,0.33856707489790266,2.0,False,True,True,False,False,False
LOFO-roll24_peak_max,직전24h peak15 최대 제거,D1,43,10.970429386774075,24.400149326301637,0.8205128205128205,0.6464646464646465,112,28,174.01999999999998,8.443999370400842,7.052260282273006,23.345477279128954,7.386840245701267,5.247866884158192,25.07887455770373,6.870295976857082,7.879858473111748,16.14139001773292,9.029929106984143,-0.03622455929953894,0.5273860857210586,-0.02564102564102566,0.004128880041288863,-0.016604174998969157,-0.02683535731084863,-0.09105713344156285,0.22561906888587302,-0.26274432209364207,0.19944144380729156,-0.1047127620187771,-0.058404309742848604,-0.11734639976309325,-0.005782062179344294,-0.20932173718323988,0.16207912759757415,0.682,-0.25293036641170646,0.03587346784120375,3.0,False,True,True,False,False,False
LOFO-roll24_peak_cnt,직전24h 피크 발생건수 제거,D1,43,10.968056626381713,24.609261809907537,0.8589743589743589,0.6473429951690821,124,22,171.935,8.344589902571617,6.894939251945091,23.185289741137424,7.607979339247705,5.316186550384393,25.338537057412584,6.79177169788838,8.148570561829558,16.132880491474573,9.02985928345977,-0.03859731969190072,0.7364985693269581,0.012820512820512775,0.005007228745724457,-0.11601364282819482,-0.18415638763876352,-0.25124467143309204,0.44675816243231115,-0.19442465586744095,0.45910394351614414,-0.18323704098747928,0.2103077789749621,-0.12585592602144047,-0.005851885703718196,-0.24659297191989157,0.18886927856007552,0.655,-0.336339233343239,-0.03965071408927408,3.0,False,True,True,True,False,False
LOFO-roll168_avg_mean,직전168h 평균전력 평균 제거,D1,43,11.181527858442145,24.06372447602499,0.7948717948717948,0.6215538847117794,119,32,172.945,8.383023360817713,7.315017471258606,23.457138046350387,7.685685171448801,5.424641059700619,24.73141924302626,7.243718858684095,7.666364339984406,15.590286793376507,9.527058107590433,0.17487391236853078,0.19096123544441213,-0.05128205128205132,-0.020781881711578243,-0.07758018458209825,0.23592183167475067,0.020603633779870734,0.5244639946334075,-0.08597014655121527,-0.14801387087018014,0.2687101198082358,-0.2718984428701905,-0.668449624119507,0.4913469384269451,-0.368928655100161,0.7876922709949155,0.598,-0.17900219307939766,0.8934330210689388,1.0,False,False,False,False,False,False
LOFO-roll168_avg_max,직전168h 평균전력 최대 제거,D1,43,15.750140637516882,24.32848081402475,0.782051282051282,0.6069651741293532,124,34,175.91500000000002,10.350179093927641,7.229433891117375,23.49753446858781,24.992332529766134,5.547829477414927,45.70920336435907,7.043571449494127,7.902557467164409,33.47876380771398,9.09714118977625,4.743486691443268,0.4557175734441721,-0.0641025641025641,-0.03537059229400441,1.88957554852783,0.15033825153351987,0.06100005601729208,17.831111352950742,0.037218271163093064,20.82977025046263,0.06856271061826824,-0.03570531569018698,17.220027390217968,0.061430020612762704,0.0733193070667509,10.55171470012387,0.018,-0.06566028508750815,0.20207933475000064,0.0,False,True,True,False,False,False
LOFO-roll168_avg_std,직전168h 평균전력 표준편차 제거,D1,43,10.815631037584076,23.165105247114344,0.717948717948718,0.6187845303867403,94,44,176.35,8.245424866486166,6.95131673092721,22.91412939490797,7.2216707610678395,5.346658389201023,24.67333554754402,6.78836676021933,8.13084553945652,16.026697179315246,8.860080410203238,-0.19102290848953807,-0.7076579934662348,-0.1282051282051282,-0.02355123603661735,-0.21517867891364517,-0.1277789086566452,-0.5224050176625461,0.06044958425244573,-0.1639528170508111,-0.20609756635241894,-0.18664197865652898,0.19258275660192314,-0.23203923818076788,-0.17563075896024927,-0.42156823486551,0.02015613081036527,0.084,-0.3466476669944142,-0.016598588047762618,3.0,False,True,True,False,False,False
LOFO-roll168_peak_max,직전168h peak15 최대 제거,D1,43,11.02913381919646,23.87248795161889,0.7884615384615384,0.6595174262734584,94,33,176.01,8.459841419225842,6.993666814909065,23.432610800032215,7.452973581917114,5.374701441139456,25.422639755296654,6.846157321116888,7.938276078373791,16.279253356195646,9.058927670365582,0.022479873122845717,-0.0002752889616886023,-0.05769230769230771,0.017181659850100783,-0.00076212617396898,-0.08542882467479007,-0.003923612538301313,0.29175240510171996,-0.13590976511237862,0.5432066414002144,-0.12885141775897146,1.3295519194933547e-05,0.020516938699632448,0.02321650120209462,-0.14179653214084378,0.20219597049285057,0.786,-0.2828662602866494,0.018385554248849953,3.0,False,True,True,False,False,False
LOFO-roll168_peak_cnt,직전168h 피크 발생건수 제거,D1,43,10.931146296328425,23.62502420567851,0.7371794871794872,0.6388888888888888,89,41,176.57,8.383041680465857,7.026780012759423,23.254103493214465,7.059466559099927,5.5544323879363855,24.963306164642475,6.8531825808143525,7.922111542029441,16.29196017356116,8.919400013366895,-0.0755076497451892,-0.24773903490206806,-0.10897435897435892,-0.0034468775344688174,-0.0775618649339549,-0.05231562682443158,-0.18243091935605094,-0.1017546177154669,0.04382118168455129,0.08387305074603546,-0.12182615806150654,-0.016151240825155178,0.033223756065147825,-0.11631115579659301,-0.2453949104397232,0.09150897006604701,0.416,-0.2887993986153991,0.04779948736085697,3.0,False,True,True,False,False,False
LOFO-hour,시간 제거,D1,43,11.073275036081135,24.382826412517016,0.8141025641025641,0.6381909547738693,115,29,173.28,8.432771950277786,7.272182671804123,23.468854093774084,7.108340347104667,5.625055891952742,25.134659340586666,6.986818245266209,7.952632252376396,16.384457944668064,9.080153708020022,0.06662109000752103,0.5100631719364372,-0.03205128205128205,-0.0041448116494883225,-0.027831595122025377,0.19308703222026846,0.03231968120356754,-0.05288082971072683,0.11444468570090738,0.2552262266902261,0.011809506390349611,0.014369469521799516,0.12572152717205043,0.0444425388565346,-0.10443002368112833,0.23059161523130864,0.436,-0.13844116721383104,0.15896780064278832,1.0,False,True,True,False,False,False
LOFO-dow,요일 제거,D1,43,10.882270497871323,24.6925983212309,0.8269230769230769,0.6386138613861386,119,27,173.66500000000002,8.277023372157162,7.037130097199848,23.041618411351823,7.1295550461791395,5.499110398286721,24.632478397949846,6.886246405820248,7.7504953230212585,15.980958287740538,8.968891961673092,-0.12438344820229119,0.8198350806503214,-0.019230769230769273,-0.003721905037219031,-0.18358017324264964,-0.04196554238400729,-0.39491600121869297,-0.03166613063625423,-0.011500807965113324,-0.24695471594659324,-0.08876233305561065,-0.18776745983333765,-0.27777812975547533,-0.06681920749039527,-0.3172690628272229,0.047039852895336985,0.168,-0.22959291941972101,0.0342667224669219,4.0,False,True,True,False,False,False
LOFO-month,월 제거,D1,43,10.945142379548658,23.76347553359696,0.7884615384615384,0.643979057591623,103,33,174.785,8.1333263900236,7.221930479092448,22.90114210843959,7.150511341112703,5.710236885312031,24.591902229515302,6.97918189842818,7.905674252371354,15.882731873499184,9.092219010313459,-0.06151156652495615,-0.10928770698361845,-0.05769230769230771,0.0016432911682653373,-0.32727715537621194,0.142834839508593,-0.5353923041309265,-0.010709835702690462,0.19962567906019668,-0.2875308843811375,0.004173159552321337,-0.03258853048324184,-0.3760045439968298,0.05650784114997087,-0.3201559991032003,0.16201236099613167,0.616,-0.19397429394587326,0.18920388348786507,2.0,False,True,True,False,False,False
LOFO-is_sat,토요일 제거,D1,43,10.982895935605878,23.87276324058058,0.8461538461538461,0.6423357664233577,123,24,172.23000000000002,8.473668181019844,7.079095639583855,23.436534412570516,7.0707851786361235,5.510611206251834,24.773924449353956,6.975008738875859,7.938262782854596,16.258736417496014,9.003037518208394,-0.023758010467735957,0.0,0.0,0.0,0.013064635620033016,0.0,0.0,-0.09043599817927017,0.0,-0.10550866454248364,0.0,0.0,0.0,-0.032673650955093336,-0.06580077686807506,-0.0,0.27,-0.0,-0.0,1.0,False,True,True,True,False,False
LOFO-is_sun,일요일 제거,D1,43,11.006653946073614,23.87276324058058,0.8461538461538461,0.6423357664233577,123,24,172.23000000000002,8.460603545399811,7.079095639583855,23.436534412570516,7.161221176815394,5.510611206251834,24.87943311389644,6.975008738875859,7.938262782854596,16.258736417496014,9.035711169163488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,False,True,True,True,False,False
LOFO-is_holiday,공휴일 제거,D1,43,11.009757187112436,24.540878862938943,0.8653846153846154,0.6521739130434783,123,21,171.70499999999998,8.40115861055713,7.064709364244635,23.35953142702758,7.1450027728511305,5.634230891081824,24.882553979017345,6.97810685808255,7.9526347372058686,16.1975352308496,9.062945856720747,0.003103241038822091,0.6681156223583642,0.019230769230769273,0.009838146620120614,-0.05944493484268065,-0.014386275339219878,-0.07700298554293639,-0.016218403964263217,0.12361968482998975,0.0031208651209055915,0.00309811920669123,0.014371954351272365,-0.061201186646414385,0.027234687557259107,-0.12065281690758788,0.1330633008187147,0.934,-0.09612368695665967,0.09651405323003637,3.0,False,True,True,True,False,False
LOFO-hour_sin,시간 sin 제거,D1,43,10.808529404295836,23.975320248924234,0.8269230769230769,0.6354679802955665,121,27,171.875,8.134378534641142,7.200969775982338,22.76926313499284,6.903900046342311,5.580084588347481,23.997276209819482,6.975674631348497,7.393163404205878,15.53998757580746,9.03296069262104,-0.19812454177777816,0.10255700834365555,-0.019230769230769273,-0.006867786127791153,-0.3262250107586695,0.12187413639848277,-0.6672712775776759,-0.25732113047308314,0.06947338209564702,-0.8821569040769575,0.000665892472637708,-0.5450993786487182,-0.7187488416885532,-0.002750476542447089,-0.5127396376420715,0.05103864628881223,0.134,-0.19211342316885655,0.16325768906017818,2.0,False,True,True,False,False,False
LOFO-hour_cos,시간 cos 제거,D1,43,11.192581678791205,26.243057768446057,0.7564102564102564,0.6098191214470284,113,38,173.35000000000002,8.136912150008827,7.671440692191499,23.113898088055816,7.615397744199291,5.582738709044145,25.45055888963415,7.048991934368634,8.265799272715414,15.99764169991306,9.38939248806913,0.185927732717591,2.370294527865479,-0.08974358974358976,-0.03251664497632922,-0.3236913953909841,0.5923450526076444,-0.3226363245147006,0.45417656738389756,0.07212750279231095,0.5711257757377091,0.07398319549277499,0.32753648986081796,-0.261094717582953,0.35368131890564314,-0.11772707858439015,0.49175145549412747,0.234,-0.19990297852005348,0.36357686847635523,1.0,False,False,True,False,False,False
LOFO-dow_sin,요일 sin 제거,D1,43,10.937525281118418,24.063187154265368,0.8269230769230769,0.6401985111662531,118,27,172.935,8.409873117267798,7.061236756042636,23.293545064372932,7.093382727967518,5.4716329485385184,24.584513882029963,6.971498321418595,7.957739979257651,15.98395771096205,9.04375655206957,-0.06912866495519587,0.19042391368478917,-0.019230769230769273,-0.002137255257104509,-0.05073042813201312,-0.017858883541219228,-0.14298934819758458,-0.06783844884787538,-0.038978257713315756,-0.2949192318664764,-0.0035104174572637703,0.019477196403054897,-0.2747787065339633,0.00804538290608292,-0.29692702844992386,0.2103870859247685,0.544,-0.22604388716130366,0.29658140610886996,4.0,False,True,True,False,False,False
LOFO-dow_cos,요일 cos 제거,D1,43,10.969043127365524,24.27465649201969,0.7884615384615384,0.634020618556701,109,33,173.155,8.282825319349904,7.1644581264756715,23.14756591814337,7.083758163462061,5.668706357542595,24.420455838842855,7.059853560356977,8.065678171850882,15.925101952755712,9.109188793966412,-0.037610818708090576,0.4018932514391125,-0.05769230769230771,-0.008315147866656658,-0.17777822604990767,0.08536248689181658,-0.2889684944271451,-0.0774630133533325,0.15809515129076068,-0.4589772750535843,0.08484482148111816,0.1274153889962859,-0.33363446474030134,0.07347762480292452,-0.2612601269227019,0.1472155866018558,0.738,-0.0783909534043774,0.26140234280153396,2.0,False,True,True,False,False,False
LOFO-is_daytime,주간(9~17시) 제거,D1,43,11.011807963161058,23.841119101689774,0.8269230769230769,0.645,115,27,172.445,8.425907113416486,6.944122590249119,23.38292773253767,7.32887065180126,5.533011980418085,25.058064078738205,6.9297476591386395,8.00783875383323,16.306324528309023,9.024940994089407,0.005154017087443563,-0.03164413889080464,-0.019230769230769273,0.002664233576642361,-0.03469643198332584,-0.13497304933473586,-0.0536066800328463,0.16764947498586658,0.022400774166250415,0.17863096484176566,-0.04526107973721949,0.06957597097863388,0.04758811081300962,-0.010770175074080512,-0.1117920705791098,0.13634763008419268,0.964,-0.14543430040663785,0.05008256968149283,2.0,False,True,True,False,False,False
