OOF MAE A,OOF MAE D,D2 OOF MAE A,D2 OOF MAE D,비휴무 MAE A,비휴무 MAE D,문제 3일 MAE A,문제 3일 MAE D,문제 3일 제외 MAE A,문제 3일 제외 MAE D,fold2 A,fold2 D,비휴무 fold2 Δ,fold3 A,fold3 D,비휴무 fold3 Δ,fold4 A,fold4 D,비휴무 fold4 Δ,fold5 A,fold5 D,비휴무 fold5 Δ,D τ_A 고정 TP,D τ_A 고정 FN,D τ_A 고정 FP,D τ_A 고정 F1,D 자기 τ TP,D 자기 τ FN,D 자기 τ FP,D 자기 τ F1,ΔMAE(D−A),ΔMAE CI 하한,ΔMAE CI 상한,p,바뀐 날,좋아진 날,나빠진 날,나빠진 날 최대(kWh)
11.006653946073614,7.02035661484471,13.027843734245979,7.916262724630921,9.035711169163488,9.276578582673828,74.97667512285506,0.9276920024537214,7.19071233486544,7.383796426022962,7.079095639583855,7.465402961537437,0.4499044501472582,23.436534412570516,7.704082317480268,0.21470464158951152,7.161221176815394,7.277342303152068,0.1876972276209372,5.510611206251834,5.627715940222998,0.11920410015149496,130,26,107,0.6615776081424937,138,18,120,0.6666666666666666,-3.9862973312289043,-9.638642182435406,0.16820965771004817,0.1,54,24,30,120.32445090643496
