시드,ΔOOF MAE,Δ비휴무 MAE,Δfold2,Δfold3,Δfold4,Δfold5
2000,-0.006775311539524154,0.07634554532103444,-0.019806171193311073,-0.22793747208672954,0.23233503972471947,-0.013915451039943072
2001,-0.008880467247985635,0.02888383763465896,0.014147194695135035,-0.11375025776906256,0.07875877235758466,-0.011521537881233002
2002,-0.0017913009594963114,0.03863334697119569,0.014147194695135035,-0.11375025776906256,0.10574402141406836,-0.011521537881233002
2003,0.002715422005408641,0.04483130253260725,0.014147194695135035,-0.09659520219729956,0.10574402141406836,-0.011521537881233002
2004,0.028194170494595383,0.07987143083117765,0.014147194695135035,-0.11375025776906256,0.21988514638365952,-0.011521537881233002
