Precision,Recall,F1,TP,FP,FN,TN,양성률,Recall_CI_low,Recall_CI_high,PR-AUC,lift
0.2545454545454545,1.0,0.4057971014492754,28,82,0,226,0.08333333333333333,0.8765638814997362,1.0,,
