채택,모델1,모델2,가중치1,단일 OOF MAE,앙상블 OOF MAE,사유
False,2단계 레짐(3분류),2단계 레짐(2분류),1.0,11.0067,11.0067,검증 MAE 개선 없음 → 미채택
